,GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_COMPANIONS_NUM,TRAVEL_MISSION_INT,VISIT_AREA_NM,DGSTFN
6172,남,20.0,4,2,2,4,3,2,7,4,6,0.0,1,테크노마트,4.0
6173,남,40.0,2,3,2,3,2,3,2,6,1,1.0,3,창덕궁,5.0
6176,여,30.0,1,1,1,3,3,2,6,6,1,0.0,3,김가네 무교점,1.0
6178,남,20.0,6,2,1,3,5,5,7,7,3,1.0,22,김해국제공항 국내선청사,4.0
6181,여,30.0,4,3,2,3,4,3,2,6,3,1.0,1,서울남부터미널,5.0
6182,남,20.0,4,2,3,4,4,2,6,3,1,0.0,1,모스버거 명동중앙점,5.0
6183,여,30.0,2,3,2,2,2,5,6,5,2,1.0,21,봉황각,4.0
6184,여,40.0,2,3,2,2,4,4,2,4,3,5.0,2,178도씨,4.0
6185,여,30.0,1,6,3,2,6,5,6,3,10,0.0,1,롯데월드타워&롯데월드몰,5.0
6187,여,20.0,4,1,4,6,7,4,2,6,1,3.0,2,에버랜드 블러드시티,5.0
6188,남,30.0,2,4,6,6,1,2,6,2,1,0.0,3,빠리가옥,4.0
6189,여,20.0,6,2,1,3,6,4,1,7,5,0.0,26,아티장베이커스 파주점,5.0
6192,남,60.0,6,1,4,7,5,6,7,4,5,2.0,2,치어스 정자수성점,3.0
6193,남,30.0,4,2,3,4,5,5,4,5,2,1.0,2,호텔아르떼,5.0
6194,남,30.0,6,2,6,4,2,3,6,3,8,0.0,3,국립민속박물관,4.0
6196,여,40.0,3,2,5,2,3,2,1,6,10,2.0,2,화산채,4.0
6198,남,20.0,3,5,5,2,2,5,5,2,2,0.0,1,김포국제공항 국내선,4.0
6199,남,30.0,1,4,3,3,3,3,6,6,4,0.0,21,양평만남의광장,4.0
6200,여,40.0,1,2,1,1,7,1,6,7,4,0.0,3,융건릉 융릉건릉역사문화관,5.0
6201,여,20.0,3,3,4,4,3,4,3,4,7,0.0,3,더현대서울,4.0
6205,여,30.0,6,2,2,2,6,2,3,6,5,3.0,2,마포집,4.0
6206,남,40.0,6,6,6,5,6,6,6,2,2,4.0,6,스크린골프 카카오 은계,5.0
6207,남,20.0,5,2,4,3,5,4,6,4,1,1.0,1,덕수궁돌담길,5.0
6208,여,60.0,2,4,2,2,4,6,5,4,1,1.0,28,조계사,5.0
6209,여,40.0,2,4,4,4,7,4,4,7,4,0.0,3,광화문광장 세종대왕동상,5.0
6210,여,30.0,2,2,4,4,4,4,2,1,1,1.0,26,요거프레소 대부도점,5.0
6211,여,30.0,4,7,4,4,4,6,1,5,1,0.0,2,상암 도시,5.0
6214,여,60.0,1,1,2,2,1,6,6,2,6,0.0,1,BS호텔,4.0
6215,여,20.0,4,2,2,3,5,3,2,5,1,1.0,1,JS부티크호텔,4.0
6217,남,20.0,6,1,3,5,1,4,1,6,3,1.0,9,대홍샤브샤브뷔페,5.0
6218,남,30.0,2,2,2,3,4,3,3,5,3,2.0,23,파리크라상 판교점,4.0
6220,여,20.0,2,4,1,3,2,2,7,6,1,1.0,2,안스베이커리 일산점,4.0
6221,남,30.0,4,3,5,1,1,7,4,1,1,0.0,3,엔살라다 선릉본점,5.0
6228,남,20.0,5,3,3,5,2,3,5,5,3,3.0,2,캐리비안베이,5.0
6230,여,20.0,7,1,1,3,7,7,7,7,2,0.0,1,삼성역 2호선,4.0
6231,여,20.0,4,6,1,3,6,5,2,7,3,1.0,4,텅 성수 스페이스,5.0
6232,여,30.0,3,2,3,6,4,3,7,1,8,0.0,6,인천역 1호선,3.0
6233,남,30.0,6,5,7,5,5,6,6,4,3,1.0,4,이태원거리,5.0
6234,남,40.0,4,6,4,3,2,6,6,6,8,2.0,3,옛나루터,4.0
6235,여,30.0,5,2,3,5,6,4,4,1,1,1.0,8,그라운드시소 서촌,5.0
6238,남,20.0,3,2,1,6,7,2,5,5,1,0.0,5,용암천 산책로,4.0
6239,여,20.0,1,2,2,3,5,2,2,5,1,0.0,21,올림픽공원,5.0
6240,남,30.0,6,1,4,1,1,2,7,1,3,3.0,23,코트야드메리어트 모모카페,5.0
6244,여,30.0,4,7,4,3,2,2,6,2,2,0.0,1,롯데백화점 평촌점,4.0
6245,여,40.0,3,3,3,3,3,3,3,4,4,3.0,3,청와대 영빈관,3.0
6247,여,20.0,1,2,1,6,4,3,6,5,4,0.0,28,인왕산,4.0
6248,여,30.0,6,2,2,2,2,3,3,6,7,3.0,2,신라스테이 구로,4.0
6249,여,30.0,6,6,2,7,7,7,1,3,8,1.0,25,경복궁 주차장,1.0
6252,여,30.0,3,2,2,4,5,5,2,6,8,2.0,2,신라스테이 서초,3.0
6253,남,20.0,6,2,1,3,5,5,7,7,3,1.0,22,더현대서울,4.0
6257,여,30.0,4,1,1,5,1,1,7,1,2,0.0,6,고양어울림누리,4.0
6258,여,20.0,2,2,1,4,5,2,5,6,2,1.0,8,프로방스마을,2.0
6259,여,40.0,2,2,2,5,3,1,3,4,1,3.0,8,프렌즈펜션캠핑,3.0
6260,여,20.0,5,3,1,3,7,4,1,7,4,0.0,1,망원한강공원,5.0
6262,여,20.0,2,1,1,3,3,5,5,5,1,2.0,2,광명역,5.0
6264,남,30.0,2,2,2,1,1,3,6,4,3,6.0,2,에버오렌지펜션,3.0
6267,남,30.0,6,1,6,1,1,7,7,1,1,0.0,23,롯데면세점 명동본점,4.0
6268,여,40.0,6,1,3,2,2,2,6,3,3,2.0,26,천안아산고속버스정류장,4.0
6270,여,30.0,4,2,2,3,3,4,7,4,1,1.0,4,솔찬공원,4.0
6271,남,50.0,4,1,1,1,1,4,2,4,3,2.0,1,CGV 용산아이파크몰,5.0
6277,여,50.0,2,4,2,2,1,4,6,6,3,1.0,3,물레방아,5.0
6278,남,30.0,6,1,4,1,1,2,7,1,3,3.0,23,전국5대짬뽕연화산,5.0
6279,남,30.0,5,2,2,4,7,6,6,3,1,0.0,9,한국민속촌,5.0
6280,여,30.0,2,3,1,5,2,2,6,2,1,1.0,28,로제펜션,5.0
6283,여,20.0,3,2,2,4,5,3,5,4,5,1.0,1,272카페,3.0
6285,여,30.0,2,1,2,6,4,5,6,7,9,3.0,22,슈퍼두퍼 강남점,4.0
6286,남,20.0,2,2,1,6,6,1,6,7,8,0.0,4,그라운드시소 성수,5.0
6287,여,40.0,4,2,3,4,2,1,2,1,8,1.0,3,방화수류정,4.0
6288,여,40.0,2,2,1,1,1,2,1,6,1,1.0,6,양주시립민복진미술관,4.0
6289,여,30.0,5,5,3,3,5,5,5,6,2,1.0,6,CGV 부천,5.0
6291,여,20.0,2,2,2,3,1,2,1,7,3,3.0,1,청하가든 막국수,3.0
6292,여,20.0,5,3,3,4,3,6,7,4,1,3.0,26,H에비뉴 이대점,5.0
6294,남,30.0,2,6,5,6,2,3,2,2,1,1.0,22,서울고속버스터미널(경부),4.0
6298,남,20.0,1,1,1,3,7,2,6,7,7,1.0,8,한샘식자재할인마트,3.0
6302,여,20.0,2,1,6,5,2,6,6,6,1,1.0,5,일산호수공원,5.0
6303,여,30.0,4,2,4,2,2,3,6,1,2,4.0,25,김포한옥마을,5.0
6304,여,20.0,3,2,3,3,2,4,5,3,1,1.0,24,에그옐로우 주차장,4.0
6306,여,50.0,3,6,4,4,5,5,3,2,1,0.0,21,칠보산,5.0
6307,남,30.0,4,1,5,3,5,5,6,6,1,0.0,3,영등포역,5.0
6308,남,40.0,3,3,4,5,2,3,5,1,3,3.0,22,카페일월삼일,4.0
6311,여,50.0,6,2,4,2,6,4,2,6,7,0.0,1,스타벅스 화정역,3.0
6312,여,40.0,5,1,7,1,1,1,1,5,2,0.0,25,놀로 아쿠아센터,5.0
6315,남,40.0,2,1,2,1,1,4,1,7,8,2.0,9,평촌중앙공원,4.0
6316,남,40.0,2,1,3,5,4,6,3,6,1,3.0,10,프렌즈키즈풀빌라,2.0
6317,남,20.0,4,3,1,4,5,4,2,4,6,0.0,5,낙산공원,4.0
6318,여,30.0,4,4,4,3,4,4,5,7,1,1.0,6,켄싱턴호텔 여의도,5.0
6320,남,30.0,4,3,2,3,6,3,4,5,4,0.0,1,ZARA 롯데아울렛서울역점,1.0
6321,여,40.0,3,2,3,2,3,5,3,5,8,4.0,3,웨스틴조선 서울,5.0
6323,남,30.0,2,3,1,2,4,5,6,3,1,2.0,2,풀빌라귀족펜션,5.0
6324,여,30.0,4,3,2,2,6,6,6,6,2,2.0,22,나랏님이천쌀밥 본관,4.0
6325,여,20.0,1,1,1,5,5,2,1,5,2,0.0,3,수원역,4.0
6326,남,20.0,2,1,3,3,6,4,1,6,7,1.0,26,악쓰는하마 코인노래연습장,4.0
6327,여,20.0,1,1,1,3,6,2,2,7,3,1.0,8,홈마트 내동점,4.0
6328,남,20.0,3,5,5,2,2,5,5,2,2,0.0,1,김포국제공항 국내선,4.0
6331,여,20.0,2,1,6,1,2,7,7,7,1,1.0,7,청주고속버스임시터미널,4.0
6339,여,20.0,4,5,4,4,4,4,7,4,4,1.0,26,필커피,3.0
6342,남,30.0,4,2,2,3,5,3,5,5,3,1.0,4,월미테마파크,4.0
6350,여,30.0,2,1,4,3,2,6,5,6,1,1.0,1,여의도공원,4.0
6351,남,40.0,2,1,5,2,4,2,6,4,8,1.0,3,연세대학교 신촌캠퍼스,4.0
6352,여,30.0,2,4,5,4,6,4,4,4,1,2.0,3,청계천,5.0
6353,남,30.0,2,2,6,1,1,2,6,1,2,3.0,5,고잉투커피,5.0
6355,여,20.0,3,1,2,2,3,4,1,3,2,0.0,22,뉴캐슬호텔,2.0
6358,남,30.0,1,1,3,1,4,6,7,7,5,0.0,21,카페로쥬,5.0
6365,여,30.0,2,3,1,3,4,1,2,2,4,1.0,24,대련집,5.0
6366,여,30.0,3,3,2,3,4,1,4,7,5,1.0,22,안흥지 애련정,5.0
6368,남,20.0,5,5,5,3,1,5,4,5,2,1.0,1,롯데시네마 하남미사,4.0
6370,남,40.0,6,2,4,6,2,4,7,5,3,3.0,6,아트박스 대학로1호점,5.0
6372,남,30.0,2,1,1,5,5,3,1,5,3,1.0,21,화담숲,4.0
6373,여,40.0,2,3,3,5,5,3,1,7,2,1.0,12,숑스바베큐 파주본점,4.0
6374,남,40.0,4,5,4,1,1,5,6,6,3,1.0,24,리얼케익 안양범계점,4.0
6378,여,20.0,6,1,2,1,2,6,6,7,3,1.0,3,앤드밀 성수점,4.0
6383,여,20.0,2,3,1,2,1,3,6,1,6,1.0,28,만의골느티나무집,2.0
6384,여,30.0,3,1,3,6,6,5,2,6,1,0.0,24,커피베이 방화역점,4.0
6385,여,30.0,2,6,2,2,6,3,6,3,3,1.0,3,롯데몰 수원점,4.0
6388,남,30.0,5,2,2,5,2,7,7,1,7,0.0,2,유니클로 광화문D타워점,3.0
6389,남,30.0,4,1,1,3,4,1,3,5,8,0.0,4,한국기독교100주년기념탑,3.0
6391,여,30.0,1,1,1,2,3,2,6,6,7,0.0,3,행리단길,5.0
6392,남,30.0,2,4,2,4,4,2,4,6,3,1.0,7,상무초밥 구로디지털점,4.0
6397,남,20.0,2,3,3,6,3,3,6,5,9,7.0,27,할머니댁,5.0
6398,여,30.0,6,2,2,2,6,2,3,6,5,3.0,2,대승원,4.0
6402,여,20.0,4,1,4,2,4,2,2,3,2,0.0,6,라온숨,5.0
6404,여,30.0,1,4,1,7,7,1,7,7,7,0.0,2,천안역,4.0
6405,여,30.0,6,2,2,4,6,4,2,4,3,2.0,2,북수원온천,4.0
6407,여,30.0,5,5,5,6,6,6,5,2,3,1.0,1,서울고속버스터미널(경부),5.0
6408,여,30.0,4,4,3,1,2,5,3,7,1,2.0,25,황룡산,5.0
6409,여,30.0,1,1,1,2,1,4,2,6,3,2.0,27,두물머리,4.0
6410,여,30.0,4,3,4,3,4,4,5,4,6,0.0,24,안효공심온선생묘,3.0
6412,남,20.0,4,2,1,6,1,7,2,7,3,2.0,2,피규어프레소 FP점,5.0
6413,여,20.0,6,2,4,6,3,2,7,5,7,0.0,6,포모르,5.0
6415,여,20.0,5,1,1,2,4,1,7,7,1,1.0,7,보승회관 을지병원사거리점,4.0
6417,남,30.0,2,1,2,3,3,4,1,6,3,1.0,2,벽초지수목원,5.0
6418,여,20.0,2,1,2,1,3,3,2,5,3,1.0,23,북창동순두부 홍대점,4.0
6419,여,30.0,2,4,2,2,3,3,2,6,8,0.0,3,파리바게뜨 세종반곡점,4.0
6420,여,20.0,6,6,6,3,3,4,6,6,1,0.0,6,태권도 시범공연,4.0
6421,여,60.0,4,1,2,2,4,4,4,3,7,0.0,13,인천내리교회,5.0
6426,남,30.0,2,2,1,4,4,2,1,6,7,1.0,12,효원공원 월화원,5.0
6428,남,30.0,3,2,2,3,2,2,6,6,2,0.0,3,탄천민물고기습지생태원,5.0
6431,여,60.0,4,2,2,3,4,3,6,3,2,1.0,3,온온사,3.0
6433,여,30.0,2,1,1,4,2,1,6,3,1,1.0,22,호텔씨하이~오이도명물등대빵,4.0
6435,여,30.0,2,2,5,1,2,3,3,7,9,2.0,22,교보문고 분당점,5.0
6436,남,20.0,2,6,6,5,3,6,3,3,7,1.0,7,원당역 3호선,5.0
6438,여,30.0,1,1,1,1,4,1,4,4,9,3.0,6,하연옥 마포점,5.0
6439,여,30.0,6,2,5,2,1,5,5,4,2,3.0,1,아이파크몰,5.0
6442,여,20.0,2,2,2,1,1,3,2,6,1,0.0,2,스타필드시티 부천,1.0
6443,남,20.0,5,3,2,2,2,5,3,3,2,0.0,24,SPACE R,2.0
6449,여,20.0,2,3,5,2,4,6,6,6,1,0.0,3,남한산성 빵명장,3.0
6450,여,20.0,1,1,1,5,5,2,1,5,2,0.0,3,수원시립 아이파크미술관,4.0
6453,남,40.0,2,4,3,1,3,5,5,3,3,7.0,26,더힐하우스호텔 양평,4.0
6456,남,20.0,6,4,2,5,5,6,4,5,1,1.0,6,해피클럽,4.0
6457,여,20.0,6,6,3,1,2,6,2,6,1,0.0,6,아이러브신당동,5.0
6458,여,50.0,2,1,4,1,1,4,2,4,2,2.0,1,시그니엘 서울,5.0
6460,여,20.0,2,1,1,6,7,2,2,6,1,1.0,5,신포국제시장,4.0
6462,남,30.0,4,2,3,2,4,3,6,2,3,1.0,23,천안아산역,4.0
6463,남,30.0,3,2,3,3,2,6,2,3,2,2.0,23,폴키,4.0
6465,남,40.0,2,2,2,2,2,5,5,6,2,0.0,1,신의주찹쌀순대,5.0
6468,여,30.0,1,3,2,3,2,4,5,4,2,1.0,5,송도구경,3.0
6472,여,30.0,4,3,4,3,3,4,4,2,1,0.0,2,CGV 부천,3.0
6473,여,40.0,1,4,4,3,4,3,5,3,1,0.0,6,서울고속버스터미널(경부),3.0
6474,여,30.0,4,4,4,4,4,4,4,4,7,0.0,3,버터북 행궁점,5.0
6475,남,40.0,2,1,3,2,1,4,7,6,3,2.0,1,IFC몰,4.0
6477,여,30.0,1,1,1,3,3,1,6,6,3,3.0,22,브레디 포스트,4.0
6478,여,20.0,4,1,1,5,5,6,7,6,3,1.0,1,청계천,5.0
6479,여,20.0,5,2,2,1,2,6,6,7,2,1.0,8,오핀베이커리 양주점,4.0
6480,남,20.0,6,1,4,2,6,4,6,6,3,1.0,2,써브웨이 수원로데오점,2.0
6481,여,40.0,4,4,4,4,4,4,4,4,2,0.0,2,생명의나무전망대+빨간등대,5.0
6483,여,30.0,4,3,2,3,4,3,2,6,3,1.0,1,스타벅스 경복궁역점,5.0
6484,여,30.0,4,5,2,3,4,3,6,3,1,1.0,6,신세계센트럴시티,4.0
6486,여,20.0,6,2,1,1,7,2,2,6,7,1.0,6,포토그레이 서울연남점,4.0
6496,남,20.0,4,3,4,6,5,2,6,4,2,0.0,21,청주북부터미널,4.0
6498,여,30.0,2,1,4,4,4,4,4,4,2,2.0,5,경반계곡,5.0
6499,여,20.0,2,2,2,2,1,3,6,6,5,0.0,1,서울남부터미널,5.0
6503,여,20.0,2,1,4,3,2,4,6,5,2,2.0,2,아침고요수목원,5.0
6504,여,20.0,2,6,6,6,1,7,6,6,8,0.0,27,히얼유아,5.0
6505,여,20.0,4,3,2,7,6,4,2,5,7,5.0,21,월미도,4.0
6508,여,30.0,1,1,1,1,1,1,7,1,2,0.0,23,에그궁,5.0
6509,여,30.0,4,4,4,4,4,4,4,4,3,5.0,7,진접이마트,4.0
6513,여,30.0,1,1,3,4,4,2,3,3,7,0.0,5,호계시외버스정류장,4.0
6514,여,30.0,4,5,2,2,2,6,6,2,3,1.0,5,가평레일파크,4.0
6516,남,30.0,4,4,2,3,3,2,4,2,1,0.0,2,태화산명가,5.0
6518,여,20.0,4,4,3,2,4,4,2,5,2,3.0,1,한희수개성만두요리전문점,5.0
6521,여,20.0,7,1,1,1,1,1,1,7,3,1.0,2,스타필드 안성,4.0
6523,여,30.0,7,2,5,2,2,6,6,3,1,1.0,6,수원제1야외음악당,5.0
6524,여,40.0,2,4,4,6,6,4,5,2,8,2.0,11,스시원,4.0
6526,남,20.0,6,4,2,5,5,6,4,5,1,1.0,6,윤동주시인의언덕,3.0
6527,여,30.0,1,2,1,6,1,3,2,3,1,0.0,3,동탄센트럴파크,5.0
6528,여,20.0,1,1,1,5,5,2,1,5,2,0.0,3,방화수류정,5.0
6533,여,20.0,2,1,3,2,2,5,5,1,1,1.0,1,현대프리미엄아울렛 김포점,3.0
6535,남,20.0,1,1,7,7,5,5,5,6,3,3.0,8,롯데마트 맥스 영등포점,5.0
6538,남,20.0,4,3,1,2,5,4,1,6,7,0.0,6,광명업사이클아트센터,4.0
6539,여,60.0,3,4,5,2,2,5,6,6,8,0.0,22,동인천역 1호선,4.0
6540,남,40.0,3,3,3,5,3,3,3,2,3,3.0,3,명동거리,3.0
6542,남,20.0,7,1,1,2,2,1,1,1,9,1.0,9,3게스트하우스,4.0
6546,남,30.0,6,1,6,1,1,7,7,1,1,0.0,23,jw메리어트9층 라운지,5.0
6549,남,40.0,1,4,4,4,4,4,4,4,1,0.0,2,보납산,5.0
6550,여,60.0,4,1,6,3,4,3,7,1,2,0.0,9,과천청사 시민광장,5.0
6551,남,30.0,3,1,1,4,3,4,1,5,8,0.0,3,만석공원 만석거,4.0
6552,여,40.0,5,4,4,1,1,3,1,5,8,0.0,3,광장시장,3.0
6555,여,30.0,2,2,1,6,7,1,2,3,7,0.0,2,미니스톱 한강강서1점,4.0
6556,남,50.0,4,1,1,1,1,2,1,7,2,2.0,3,동사지5층석탑,4.0
6558,여,50.0,4,2,2,3,2,6,6,6,1,1.0,6,(재)수원컨벤션센터,5.0
6562,여,40.0,7,1,7,1,1,7,7,1,2,1.0,23,인터컨티넨탈 서울코엑스,4.0
6567,여,20.0,2,1,6,2,2,6,6,6,3,1.0,2,월미도,5.0
6569,남,30.0,7,1,5,3,3,5,6,4,8,0.0,3,TWG Tea 잠실 롯데 에비뉴엘 월드타워점,5.0
6571,여,30.0,4,4,2,3,3,2,2,7,2,1.0,25,수원역,4.0
6573,여,30.0,4,2,1,3,3,2,6,5,2,1.0,21,가마봉1길,4.0
6577,여,40.0,2,3,4,4,4,4,4,4,3,1.0,10,로데오유황24시사우나,4.0
6579,여,20.0,1,4,2,6,6,3,6,6,3,1.0,21,인터라켄펜션,5.0
6580,남,20.0,4,2,1,3,6,6,1,7,3,1.0,2,감성교복 잠실본점,4.0
6582,여,20.0,2,1,2,2,4,2,2,6,3,1.0,2,봉덕칼국수,4.0
6583,남,30.0,4,5,3,3,4,4,3,4,7,3.0,1,청수정,4.0
6584,여,40.0,6,3,4,2,2,4,6,2,2,1.0,23,익선동 골목,4.0
6586,여,20.0,4,3,4,3,2,3,2,5,7,0.0,6,그믐족발 성수점,3.0
6587,남,20.0,4,4,2,5,5,4,2,7,1,0.0,3,용산역,5.0
6591,여,30.0,2,4,2,3,4,2,5,6,3,5.0,26,GS25 제부중앙점,5.0
6592,여,20.0,2,1,2,3,4,4,5,4,3,1.0,3,실학박물관,3.0
6594,여,50.0,2,2,1,4,2,5,2,7,2,2.0,2,제일유황온천,5.0
6598,남,20.0,3,6,2,5,4,4,5,6,1,0.0,3,엘더버거,4.0
6599,여,20.0,2,1,1,1,6,7,1,7,4,2.0,1,계곡,5.0
6600,남,40.0,2,2,6,2,2,2,1,6,2,0.0,2,부천식물원,5.0
6604,여,30.0,4,4,4,3,1,2,4,6,2,1.0,2,가평역 경춘선,4.0
6607,남,20.0,3,3,2,4,5,4,4,6,1,3.0,2,죽전휴게소 서울방향,3.0
6612,여,40.0,2,5,5,2,2,5,5,3,3,3.0,2,밀숲 과천점,3.0
6615,남,20.0,4,3,2,2,6,2,2,5,7,0.0,22,팔각도 수원인계점,4.0
6616,남,20.0,1,7,1,1,1,4,1,7,1,1.0,2,옹기꽃게장,5.0
6623,여,40.0,4,6,7,4,2,7,5,3,1,3.0,3,골드헤겔,5.0
6625,여,50.0,1,4,1,4,2,1,3,7,2,0.0,1,국립현대미술관 서울관,5.0
6627,여,30.0,2,2,2,4,6,2,3,6,1,0.0,6,카페 레이어드 안국점,4.0
6632,여,20.0,2,1,1,7,3,4,6,7,1,0.0,3,청평호반닭갈비 수원점,5.0
6633,여,40.0,2,4,3,3,5,5,2,6,6,1.0,28,이마트트레이더스 김포점,4.0
6636,여,30.0,3,3,5,2,3,2,2,6,2,1.0,22,스탠포드호텔 명동,4.0
6639,여,40.0,3,2,2,4,3,4,3,6,3,3.0,21,곰이빠진탕,4.0
6641,여,30.0,1,7,2,6,7,3,2,5,8,2.0,4,스타벅스 숭례문북창점,4.0
6645,여,20.0,5,2,1,3,4,5,5,1,3,1.0,3,방화수류정,4.0
6646,남,20.0,2,2,2,5,6,3,5,3,1,0.0,3,천주교서울대교구 주교좌 명동대성당,4.0
6648,여,50.0,2,3,2,2,1,2,6,6,2,1.0,5,용문천년시장,3.0
6649,남,30.0,3,2,3,6,6,5,5,1,1,0.0,6,충현박물관,4.0
6650,남,20.0,4,3,3,4,6,4,4,5,2,1.0,1,돗가비불쭈꾸미,4.0
6651,여,30.0,5,1,3,4,2,6,1,2,1,1.0,1,아리랑힐호텔 동대문,5.0
6652,여,30.0,5,5,3,3,2,5,6,6,1,0.0,3,프로젝트렌트 1호점,4.0
6653,남,60.0,3,4,3,4,4,4,6,4,7,1.0,1,하동관 코엑스몰직영점,3.0
6656,남,20.0,1,4,1,5,4,2,5,2,4,0.0,27,에어비앤비 숙소,4.0
6657,여,60.0,4,2,2,3,4,3,6,3,2,1.0,3,주공5단지아파트,5.0
6658,여,30.0,7,4,1,1,2,7,2,7,1,0.0,10,대치유수지체육공원,4.0
6663,여,20.0,3,2,1,3,6,2,1,7,1,1.0,4,한국근현대사박물관,5.0
6665,남,20.0,5,1,4,3,3,6,5,5,1,1.0,2,미가라멘 배곧점,4.0
6666,여,30.0,1,1,3,4,4,3,3,2,3,2.0,2,웅진플레이도시,4.0
6667,여,20.0,4,3,1,3,4,3,4,6,1,2.0,3,서울역,4.0
6668,남,30.0,1,1,4,2,2,6,1,6,2,1.0,1,월미관,3.0
6670,여,30.0,1,7,2,6,7,3,2,5,8,2.0,4,목란,4.0
6673,여,30.0,1,1,3,4,4,4,2,4,2,0.0,3,덕수궁돌담길,5.0
6677,여,40.0,5,1,7,1,1,1,1,5,2,0.0,25,라이즈오토그래프컬렉션,5.0
6680,여,40.0,2,4,4,5,4,4,2,2,8,0.0,6,분당중앙공원,5.0
6681,남,50.0,4,2,2,5,4,4,3,6,3,1.0,4,포브라더스 종로점,4.0
6682,여,30.0,2,6,2,2,2,6,2,5,8,2.0,13,삼은40,5.0
6686,여,20.0,3,4,2,5,2,5,5,5,2,1.0,1,데일리베이커리,4.0
6687,남,30.0,1,5,6,5,2,5,3,5,3,1.0,21,언톨드,5.0
6688,여,30.0,3,2,3,4,2,2,5,7,8,1.0,3,이나경송탄부대찌개,5.0
6689,여,20.0,3,3,3,4,6,4,6,2,1,0.0,6,전주고속버스터미널,4.0
6690,남,30.0,3,5,5,5,2,3,5,4,2,2.0,25,신대호수,4.0
6695,남,20.0,6,2,3,5,6,6,2,5,3,1.0,3,운현궁,4.0
6697,여,30.0,6,3,6,6,6,2,6,7,8,0.0,1,익산역,5.0
6698,남,30.0,2,3,3,5,3,5,2,5,7,0.0,6,랭커PC카페 교대점,3.0
6699,여,40.0,6,2,4,1,7,7,7,2,8,0.0,3,롯데월드타워,4.0
6700,여,30.0,2,2,2,2,2,1,4,3,2,0.0,1,비스타워커힐서울 피자힐,5.0
6704,여,20.0,1,2,1,7,4,6,5,2,9,1.0,9,허브아일랜드 핑크뮬리축제,3.0
6705,남,20.0,2,2,2,2,3,5,6,7,5,1.0,2,사무실,4.0
6708,여,30.0,2,3,3,2,4,3,3,6,1,1.0,6,석파정,5.0
6712,여,40.0,5,1,4,2,5,3,7,4,1,1.0,6,웨스틴조선서울 아리아,5.0
6714,여,30.0,3,6,6,2,6,2,2,5,3,3.0,2,안다즈 서울강남 미술 전시관,5.0
6717,남,20.0,3,1,5,6,2,5,5,6,10,1.0,1,종로3가 정류장,5.0
6718,여,30.0,2,4,2,2,3,3,2,6,8,0.0,3,토속촌삼계탕,4.0
6720,남,50.0,2,3,6,3,2,4,2,6,1,0.0,1,송도센트럴파크,4.0
6721,남,30.0,2,2,2,2,3,6,5,6,6,1.0,6,곤지곤지대구탕,2.0
6722,남,20.0,2,2,2,4,2,3,5,5,2,0.0,8,오산농협 하나로마트,4.0
6723,남,20.0,2,2,2,2,4,4,3,4,3,3.0,8,금산인삼랜드휴게소 대전방향,4.0
6724,남,60.0,2,3,6,4,2,6,2,4,1,1.0,5,디원골프연습장,5.0
6725,여,30.0,3,5,2,4,5,6,4,3,1,0.0,6,센트럴시티터미널(호남),5.0
6732,남,50.0,4,2,2,4,4,3,4,2,2,1.0,3,고석정꽃밭,5.0
6733,여,60.0,1,1,7,5,5,6,7,4,3,1.0,3,서울역,5.0
6736,여,30.0,2,3,1,6,5,1,7,4,2,1.0,2,CGV DRIVE IN 곤지암,4.0
6737,여,40.0,2,2,1,1,4,6,4,6,1,0.0,6,국립현대미술관 서울관,4.0
6738,남,40.0,2,2,2,3,4,4,2,3,8,6.0,3,서울돈화문국악당,5.0
6739,남,30.0,4,3,2,3,3,5,3,4,2,1.0,23,메트로폴리탄수영장,4.0
6740,여,20.0,4,2,2,5,4,6,5,6,2,0.0,9,화성행궁,3.0
6741,여,30.0,2,1,6,2,4,6,6,2,8,2.0,2,롯데호텔월드,5.0
6742,남,40.0,2,1,4,2,2,4,6,2,2,0.0,6,원적산,5.0
6745,여,20.0,5,2,2,2,4,3,5,3,1,1.0,23,땀땀,5.0
6747,여,20.0,1,1,1,6,6,1,1,7,2,1.0,2,달빛여관모텔,4.0
6748,여,30.0,2,4,2,3,4,2,5,6,3,5.0,26,흥구석유 산격주유소,3.0
6749,남,20.0,6,5,2,5,6,5,5,5,2,3.0,21,이마트 여주점,5.0
6750,여,20.0,3,1,4,2,3,2,7,7,1,1.0,3,공도시외버스정류장,4.0
6752,남,50.0,3,3,2,4,5,5,2,5,3,3.0,3,월영당 서울,4.0
6755,여,20.0,4,4,4,4,4,5,4,4,3,1.0,6,곱분이곱창 동덕여대점,5.0
6757,남,30.0,5,5,6,4,5,5,5,2,3,1.0,3,아트몬스터 명동역점,5.0
6760,여,20.0,2,1,4,1,3,4,6,7,3,1.0,2,청수당 해림,5.0
6761,남,20.0,4,2,2,5,2,2,1,6,6,0.0,7,알페도,5.0
6762,여,20.0,4,2,1,2,6,6,6,7,3,1.0,22,서울로인 강남N점,3.0
6763,여,20.0,4,3,4,4,7,1,7,7,1,0.0,6,지젤피트니스,4.0
