,GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_COMPANIONS_NUM,TRAVEL_MISSION_INT,VISIT_AREA_NM,DGSTFN
18083,남,30.0,2,1,5,5,2,1,5,1,8,1.0,12,서울역,5.0
18085,여,30.0,1,1,1,7,4,4,1,5,7,0.0,3,물금역,5.0
18091,여,30.0,5,1,1,6,7,3,3,7,5,0.0,6,머노까머나 대학로점,5.0
18092,남,30.0,4,1,3,3,2,3,6,3,7,0.0,4,화랑공원,3.0
18095,여,50.0,2,2,4,2,3,4,4,5,3,3.0,23,석촌호수 동호,5.0
18097,여,20.0,5,2,3,3,3,5,1,6,2,1.0,27,진미통닭,5.0
18103,남,30.0,7,1,5,3,3,5,6,4,8,0.0,3,뉴서울호텔,5.0
18105,여,20.0,4,1,3,4,2,4,3,1,2,1.0,23,양평역,4.0
18112,여,30.0,4,2,4,5,4,1,3,2,8,2.0,6,오제제,4.0
18114,여,20.0,6,2,1,1,7,2,2,6,7,1.0,6,서울역 공항철도,5.0
18116,여,30.0,6,4,6,2,2,5,4,3,1,1.0,22,뷰클랜드,4.0
18118,남,20.0,4,1,1,3,4,2,6,1,2,2.0,23,송도한옥마을,4.0
18119,여,30.0,4,1,4,1,4,6,3,6,2,0.0,3,코트야드 바이 메리어트 수원키친,5.0
18120,여,30.0,4,2,4,3,5,2,6,2,1,3.0,12,블리스모텔,3.0
18123,남,30.0,6,2,6,3,2,6,2,7,5,1.0,1,올림픽공원,5.0
18124,남,20.0,6,2,2,2,6,3,2,6,3,1.0,6,국립중앙박물관,4.0
18126,여,40.0,3,2,5,2,3,6,3,6,1,1.0,21,본동신동아아파트,4.0
18127,남,40.0,6,5,6,4,5,6,5,6,2,0.0,3,프로방스마을,4.0
18128,여,20.0,6,6,4,6,2,5,7,1,5,0.0,6,PJ호텔,5.0
18132,여,30.0,3,3,2,6,2,2,6,4,1,0.0,3,수원화성박물관,4.0
18135,여,30.0,5,4,3,3,4,3,2,5,1,0.0,6,롯데월드타워&롯데월드몰,4.0
18138,남,20.0,7,2,3,5,2,5,7,1,3,1.0,1,셀스스터디룸 홍대점,1.0
18139,여,30.0,5,2,7,1,7,7,7,7,4,0.0,3,닭이닭숯불닭갈비 오산양산점,5.0
18140,남,30.0,1,1,1,2,2,1,5,7,8,1.0,6,덕후선생 광화문점,5.0
18143,남,30.0,7,1,5,3,3,5,6,4,8,0.0,3,창덕궁,5.0
18144,여,20.0,4,1,1,6,4,5,2,7,5,1.0,6,남오토코 대치점,3.0
18145,남,30.0,2,1,2,3,3,5,5,6,3,2.0,23,서울올림픽파크텔,4.0
18146,여,30.0,2,1,3,2,4,5,6,7,1,4.0,6,산정호수 빵명장,4.0
18147,남,30.0,2,2,1,1,2,6,2,6,1,2.0,2,문경오픈세트장,5.0
18149,여,20.0,2,2,1,2,7,2,2,6,4,0.0,5,부천역북부광장,4.0
18151,여,30.0,4,7,2,5,6,7,7,7,1,0.0,1,반월카페,5.0
18152,여,40.0,2,6,2,5,2,6,6,6,3,2.0,9,양주나리농원,4.0
18156,여,30.0,1,1,1,1,1,1,1,4,2,1.0,21,롯데아울렛 광교점,5.0
18165,남,20.0,1,4,4,1,1,3,1,7,1,4.0,5,쇠터닭갈비,5.0
18166,여,40.0,5,1,1,5,6,6,1,5,3,3.0,23,라이즈오토그래프컬렉션,4.0
18167,여,30.0,2,2,2,4,3,2,7,5,1,1.0,9,운멜로 1호점,4.0
18168,남,30.0,4,1,3,3,2,3,6,3,7,0.0,4,NAVER그린팩토리,2.0
18169,남,40.0,2,4,2,4,2,2,5,5,4,0.0,6,빵명장,4.0
18174,여,40.0,6,1,3,2,2,2,6,3,3,2.0,26,소피텔 레스파스,4.0
18176,여,30.0,4,2,4,1,4,4,4,6,3,1.0,6,브라운도트호텔 성신여대점,3.0
18177,여,30.0,5,3,1,4,5,7,7,7,4,0.0,6,서울큐브이화,4.0
18179,여,30.0,1,1,1,1,1,1,1,4,6,2.0,1,새말어린이공원,4.0
18180,여,20.0,3,2,2,1,2,6,7,3,1,1.0,23,치즈룸,5.0
18181,여,20.0,4,3,3,2,2,3,6,4,1,0.0,6,석촌호수 서호,4.0
18182,여,20.0,1,1,1,4,4,3,6,3,2,3.0,5,석바위칼국수,5.0
18188,남,30.0,1,1,4,3,4,3,4,4,1,1.0,2,에버랜드,3.0
18192,여,20.0,1,2,2,3,5,2,2,5,1,0.0,21,간석오거리역 인천1호선,3.0
18193,여,30.0,3,1,4,1,5,5,6,6,3,3.0,2,에버랜드,4.0
18194,남,30.0,2,1,2,1,5,5,6,6,3,1.0,1,김해국제공항 국내선청사,4.0
18199,여,30.0,1,1,1,1,1,1,1,6,3,1.0,22,동대구역,5.0
18202,여,40.0,1,1,1,2,4,2,3,4,2,5.0,2,두지리강촌매운탕,4.0
18205,남,30.0,3,3,5,5,1,5,5,2,6,0.0,21,고양누리길 서삼릉누리길,3.0
18206,여,30.0,3,3,4,3,3,5,5,3,3,1.0,9,스타벅스 양주광사DT점,4.0
18207,여,30.0,2,3,1,3,4,1,2,2,4,1.0,24,서울에살기위하여,5.0
18210,남,40.0,2,1,2,4,5,3,4,6,2,4.0,8,용문농협하나로마트 단월점,3.0
18211,여,40.0,1,1,4,1,4,4,7,1,3,3.0,23,노보텔앰배서더 서울동대문호텔&레지던스,5.0
18212,남,20.0,6,1,3,5,1,4,1,6,3,1.0,9,요비,5.0
18213,여,30.0,1,1,1,3,6,4,2,6,8,3.0,3,김밥풍경,5.0
18214,여,20.0,6,3,2,5,6,2,3,6,1,1.0,3,신포국제시장,4.0
18215,남,30.0,4,4,3,2,2,3,5,2,1,1.0,4,굴포천,3.0
18216,여,30.0,5,2,1,1,5,1,7,4,1,0.0,8,은사시힐링캠핑장,3.0
18218,남,30.0,2,1,2,3,3,3,3,2,3,1.0,23,소피텔 엠버서더 서울 호텔 4층 페베종 식당,5.0
18222,여,20.0,4,3,2,2,3,5,5,6,1,0.0,22,아오이토리,4.0
18224,여,30.0,4,1,3,3,5,5,5,6,2,1.0,4,켄싱턴호텔 여의도,5.0
18227,여,30.0,4,1,3,1,5,6,4,7,1,2.0,6,자라섬,5.0
18228,남,40.0,4,7,4,4,6,4,4,6,5,2.0,2,망향휴게소 부산방향,1.0
18231,남,40.0,2,1,2,5,5,2,4,4,3,2.0,2,촌집,4.0
18235,여,20.0,2,1,4,3,5,6,1,7,1,0.0,1,데일리오아시스 샤로수길점,5.0
18236,여,30.0,1,1,4,4,5,1,4,2,6,0.0,2,레이지버거클럽 원흥점,5.0
18241,남,30.0,1,1,1,1,4,1,5,4,8,2.0,9,관동오리진,5.0
18242,남,30.0,4,1,1,3,4,1,3,5,8,0.0,4,인천차이나타운,5.0
18243,남,20.0,4,2,3,3,3,6,5,2,3,1.0,1,거기모텔,4.0
18245,남,40.0,3,3,3,3,3,4,3,6,7,0.0,1,아라김포여객터미널,4.0
18246,여,30.0,4,6,2,5,2,7,6,6,3,1.0,22,스시애,5.0
18249,여,20.0,7,1,6,3,6,6,3,3,1,3.0,1,롯데월드타워&롯데월드몰,3.0
18250,여,30.0,4,1,4,6,2,4,3,3,1,1.0,6,윤아트갤러리,5.0
18251,남,20.0,7,3,6,2,2,2,1,5,1,1.0,6,시그니엘서울 더라운지,5.0
18252,남,20.0,6,2,2,6,3,3,5,4,1,1.0,4,대림창고,4.0
18253,여,30.0,4,3,2,1,4,4,2,4,2,2.0,24,용인우렁각시,5.0
18254,여,40.0,2,5,2,6,5,4,3,7,7,1.0,9,아티장베이커스 파주점,4.0
18255,여,30.0,3,2,1,2,4,1,1,6,1,0.0,3,하이도나,5.0
18257,남,40.0,2,2,2,2,4,4,2,6,2,0.0,1,금왕휴게소주유소 제천방향,3.0
18258,남,20.0,4,1,1,4,7,1,7,5,1,0.0,2,나혜석거리,5.0
18260,여,30.0,5,5,5,6,6,6,5,2,3,1.0,1,흥인지문공원,5.0
18263,남,20.0,4,2,2,6,5,5,6,3,7,1.0,3,화성행궁,4.0
18267,여,50.0,7,1,1,4,1,3,7,1,7,2.0,1,제주국제공항,5.0
18268,남,20.0,2,2,4,2,2,6,3,2,2,1.0,5,강문해변,4.0
18269,여,20.0,4,6,1,3,6,5,2,7,3,1.0,4,아더 스페이스 2.0 플래그십 스토어,5.0
18271,남,40.0,2,1,3,5,4,6,3,6,1,3.0,10,산정호수 명성산억새꽃축제,3.0
18272,남,20.0,2,2,1,5,5,3,2,2,3,3.0,9,대부도,4.0
18273,여,30.0,3,4,4,4,7,4,4,7,3,5.0,3,두물머리,4.0
18274,남,30.0,4,3,1,3,1,1,1,7,1,1.0,12,아이파크몰,4.0
18275,여,30.0,2,1,1,4,7,6,2,7,1,1.0,2,왕송호수,5.0
18277,여,30.0,7,1,1,1,1,4,4,3,3,1.0,6,노보텔앰배서더 서울동대문호텔&레지던스,4.0
18279,여,30.0,6,3,1,5,6,2,6,6,1,0.0,1,원보만두,4.0
18280,여,30.0,1,3,1,4,3,4,5,1,2,6.0,7,시화나래휴게소,2.0
18281,남,40.0,4,4,6,4,2,3,2,5,3,3.0,8,재인폭포,5.0
18284,남,40.0,2,2,3,2,3,6,3,6,3,3.0,2,마리오락실,3.0
18285,여,20.0,1,4,2,6,6,3,6,6,3,1.0,21,이케이에너지 강산주유소,5.0
18288,여,30.0,5,2,6,3,5,5,6,2,2,0.0,6,김해공항,3.0
18292,남,50.0,2,4,2,6,4,3,3,2,6,0.0,5,능내역 인증센터,5.0
18293,남,40.0,4,4,4,5,4,4,3,4,8,1.0,3,광화문광장,5.0
18296,여,20.0,4,1,1,2,2,6,7,7,2,0.0,6,코엑스,4.0
18297,여,20.0,1,1,1,5,5,2,1,5,2,0.0,3,뜸,5.0
18303,여,30.0,1,1,1,1,1,1,4,7,4,0.0,3,"요유베이커리, 마포원조떡볶이",5.0
18305,남,20.0,7,6,6,3,2,5,7,2,4,0.0,2,라인프렌즈 플래그십스토어 강남점,3.0
18307,여,50.0,1,1,1,4,3,4,2,5,3,1.0,1,가평군농협하나로마트 자라점,3.0
18310,남,20.0,4,1,3,2,3,4,6,4,7,1.0,6,룩소르호텔,4.0
18312,남,40.0,2,6,2,3,6,6,6,6,3,3.0,6,노보텔앰배서더 서울동대문호텔&레지던스,5.0
18319,남,20.0,2,2,2,2,4,4,3,4,3,3.0,8,브루클린커피,4.0
18320,여,20.0,4,3,1,4,4,5,2,4,3,1.0,6,콘텐츠박스,4.0
18321,여,30.0,2,3,1,2,6,6,5,6,3,1.0,1,남도분식 일산가로수길점,2.0
18322,여,60.0,2,6,3,4,2,5,6,5,2,1.0,2,지지향게스트하우스,4.0
18323,남,40.0,1,4,1,3,2,6,3,2,7,1.0,2,상하이,4.0
18324,여,20.0,6,2,1,2,3,2,7,5,3,1.0,22,서울숲,5.0
18325,여,20.0,5,1,2,2,6,5,2,5,3,1.0,1,세븐일레븐 청계을지로3가점,3.0
18327,남,30.0,4,4,4,4,4,4,4,4,2,0.0,1,신중동역 7호선,5.0
18328,여,30.0,4,5,3,3,3,5,5,5,3,2.0,1,롯데월드타워,4.0
18329,여,30.0,3,2,3,4,3,2,6,5,2,0.0,21,스타벅스 마곡웰튼,4.0
18330,여,30.0,2,7,1,1,1,7,1,7,1,1.0,3,명성돼지갈비,3.0
18336,남,40.0,4,1,2,1,2,2,1,5,2,2.0,23,마이다스리조트 키즈잼,5.0
18338,여,20.0,2,1,3,3,5,5,2,3,7,0.0,3,해와달한복,4.0
18339,남,30.0,5,1,5,2,5,1,6,6,3,3.0,8,마실빌리지펜션,5.0
18340,여,20.0,3,2,5,2,3,2,6,3,1,1.0,6,다이소 대학로점,4.0
18341,여,40.0,6,1,3,2,2,2,6,3,3,2.0,26,노보텔 앰배서더 서울 강남,5.0
18343,남,30.0,4,4,4,4,4,4,7,1,1,0.0,4,카페율하온 진해이동점,5.0
18344,여,40.0,1,2,2,4,3,4,5,2,1,4.0,22,광릉빵명장,3.0
18345,여,40.0,5,5,3,5,5,5,3,5,1,0.0,3,수원화성,4.0
18347,여,20.0,2,3,1,6,5,3,7,1,3,1.0,1,용산역 경의중앙선,4.0
18349,여,30.0,4,2,2,3,4,4,5,5,1,1.0,22,월미바다역,4.0
18350,여,20.0,2,6,2,1,6,2,1,7,7,0.0,22,진관사,4.0
18356,여,40.0,5,4,4,1,1,3,1,5,8,0.0,3,흥국생명 본사금융플라자,3.0
18359,여,20.0,5,3,3,3,4,3,3,2,2,2.0,6,명동할머니국수 시청점,3.0
18361,남,20.0,7,1,2,4,3,5,6,3,2,0.0,1,현대프리미엄아울렛 스페이스원,4.0
18362,여,50.0,1,1,1,1,1,2,2,6,1,1.0,22,청평자연휴양림,5.0
18364,여,30.0,5,1,4,1,5,4,3,5,1,0.0,6,대학로수제모찌,5.0
18366,남,30.0,5,6,6,2,2,5,2,6,3,2.0,9,밀화당 강서직영점,4.0
18368,여,20.0,4,3,4,4,7,1,7,7,1,0.0,6,예림당아트홀,5.0
18371,여,30.0,3,7,1,1,4,3,2,1,3,2.0,5,영종씨사이드 레일바이크,4.0
18372,남,40.0,2,5,2,6,3,3,2,6,1,0.0,1,화재매장,3.0
18375,남,20.0,3,5,6,3,1,3,2,6,2,1.0,21,카페 품,5.0
18377,여,40.0,1,4,6,3,1,4,4,1,2,0.0,2,육림호,3.0
18378,여,20.0,5,2,3,2,2,2,2,3,4,0.0,6,영풍문고 여의도IFC몰점,4.0
18381,남,20.0,4,2,2,4,4,6,4,4,3,1.0,1,히츠지야 한국본점,4.0
18382,여,30.0,4,6,6,2,6,6,6,1,1,0.0,1,아트원씨어터 1관,4.0
18383,남,40.0,1,1,4,3,4,5,1,4,2,3.0,10,하이팰리스 풀빌라펜션,5.0
18384,남,40.0,4,1,1,1,1,5,5,6,3,4.0,8,간이역,4.0
18385,남,30.0,2,2,2,2,2,2,2,2,7,1.0,1,마롱베이커리&카페,4.0
18387,남,30.0,2,1,4,3,2,4,6,6,3,1.0,21,백운메밀,5.0
18388,남,30.0,2,2,2,4,3,3,5,5,3,2.0,22,상상의문 분당서현점,4.0
18389,남,20.0,5,2,3,3,5,5,5,5,7,0.0,6,카카오판교아지트,4.0
18390,여,30.0,4,3,4,3,4,5,4,7,7,2.0,2,화랑유원지,4.0
18392,남,20.0,6,6,2,6,6,2,6,4,8,0.0,3,준게스트하우스,3.0
18393,여,20.0,4,1,2,4,5,3,5,7,1,0.0,1,"현대프리미엄아울렛 송도점, 트리플스트리트",4.0
18394,남,30.0,4,1,1,5,6,6,2,4,9,2.0,2,이천미란다호텔,5.0
18395,남,40.0,2,2,2,3,6,4,1,5,3,3.0,5,연경 차이나타운본점,3.0
18396,여,20.0,3,5,1,4,3,3,1,5,7,0.0,6,포토시그니처 강남2호점,3.0
18397,남,20.0,5,5,3,4,2,3,5,4,1,1.0,23,레스케이프호텔,5.0
18398,남,20.0,5,2,3,3,5,5,5,5,7,0.0,6,호텔릿,3.0
18400,여,30.0,7,7,7,7,1,7,4,7,3,3.0,2,메가MGC커피 월미도점,4.0
18402,여,30.0,4,5,5,2,2,5,4,6,1,2.0,3,다온재,4.0
18405,여,50.0,3,4,3,3,3,4,4,5,1,1.0,1,노들섬,4.0
18407,여,60.0,3,4,5,2,2,5,6,6,8,0.0,22,인천아트플랫폼,4.0
18411,남,30.0,2,2,2,2,3,2,1,4,1,1.0,3,천안아산역,5.0
18414,여,30.0,2,4,6,5,2,2,2,6,1,0.0,1,모녀김밥 본점,1.0
18416,남,20.0,6,2,2,6,2,2,6,5,1,0.0,1,할리스 이태원점,4.0
18417,여,30.0,4,4,4,2,2,4,4,1,3,3.0,1,여주휴게소 서창방향,3.0
18418,여,20.0,2,1,4,3,5,6,1,7,1,0.0,1,망원동티라미수 샤로수길점,5.0
18420,여,20.0,6,2,1,3,6,4,1,7,5,0.0,26,웨스트힐호텔,3.0
18421,남,30.0,6,1,2,1,1,4,2,6,2,1.0,10,테르메덴,5.0
18422,남,20.0,4,2,4,4,4,6,4,2,3,1.0,3,호텔어반,4.0
18423,남,20.0,1,1,1,4,4,5,2,6,2,0.0,8,동래별장,4.0
18425,여,20.0,5,1,1,3,7,1,6,6,1,1.0,6,인천문학경기장,5.0
18426,여,20.0,5,2,4,2,2,3,3,7,1,4.0,3,비스트로수방,4.0
18430,여,30.0,4,1,2,4,4,5,4,7,2,1.0,1,석촌호수 서호,5.0
18431,여,20.0,6,2,2,2,1,1,6,6,1,1.0,26,IFC몰,5.0
18433,여,30.0,4,4,4,2,2,4,4,1,3,3.0,1,소피텔 앰배서더 서울,5.0
18434,여,40.0,2,4,4,4,7,4,4,7,4,0.0,3,할리스 광화문점,4.0
18436,여,30.0,4,2,4,5,4,1,3,2,8,2.0,6,센터마크호텔,5.0
18437,여,50.0,2,4,6,2,3,2,6,7,3,5.0,21,만두집,5.0
18438,여,40.0,2,3,2,2,2,3,2,6,1,1.0,1,스타필드시티 부천,3.0
18440,여,20.0,5,1,3,3,3,5,6,6,4,0.0,6,맥심플랜트,4.0
18447,남,20.0,4,2,2,3,1,3,5,3,8,1.0,6,김해국제공항,5.0
18449,여,30.0,4,1,1,1,1,1,7,7,2,1.0,10,더벙커,5.0
18453,남,20.0,5,2,2,2,1,2,1,3,1,0.0,9,동서울종합터미널,5.0
18454,남,40.0,3,2,5,4,3,5,3,5,2,1.0,1,비둘기낭폭포,5.0
18456,남,20.0,6,2,1,3,5,3,1,7,7,1.0,6,어니언컴퍼니,4.0
18458,남,40.0,4,5,5,6,6,6,6,1,3,1.0,5,남한산성 빵명장,4.0
18460,여,20.0,3,2,1,2,5,5,1,7,7,1.0,21,송도센트럴파크,5.0
18466,여,20.0,6,2,2,2,3,3,7,1,1,0.0,6,석촌호수산책길,4.0
18468,여,20.0,2,2,5,5,3,5,2,5,1,3.0,2,롯데월드 어드벤처,4.0
18470,여,20.0,7,4,1,1,5,4,3,1,2,0.0,1,호텔야자 강서구청점,3.0
18472,여,20.0,3,2,1,2,2,3,4,4,1,1.0,2,양평역,5.0
18475,남,20.0,4,3,2,3,5,5,2,4,1,1.0,23,스시코하루,5.0
18477,남,50.0,4,4,3,5,4,4,2,4,7,1.0,11,만리진 청담지점,5.0
18478,여,20.0,3,1,2,2,3,4,5,7,3,1.0,23,천하의문타로,4.0
18479,남,20.0,2,5,1,4,4,3,2,6,8,0.0,6,잠실종합운동장 올림픽주경기장,1.0
18482,여,50.0,3,6,3,6,2,5,1,1,1,0.0,3,경복궁,5.0
18483,여,30.0,2,1,4,3,2,6,5,6,1,1.0,1,마호가니 여의도점,5.0
18484,여,50.0,1,4,1,4,3,1,1,4,3,3.0,21,대부해솔길 1코스,5.0
18485,여,20.0,3,2,2,4,5,3,6,5,9,2.0,1,이태원거리,5.0
18486,여,20.0,6,2,1,3,6,4,1,7,5,0.0,26,말똥도넛 파주점,4.0
18487,여,30.0,3,1,1,4,7,2,7,7,1,5.0,2,에버랜드 매직타임레스토랑,5.0
18491,여,20.0,7,6,6,3,1,4,6,4,7,2.0,4,속초고속버스터미널,4.0
18492,여,40.0,5,4,3,5,5,4,3,6,1,2.0,22,광장시장,3.0
18493,남,30.0,5,1,2,4,3,5,1,3,3,5.0,24,스타필드시티 부천,5.0
18499,여,20.0,4,3,2,7,6,4,2,5,7,5.0,21,서울숲,4.0
18500,여,40.0,4,1,3,1,4,2,6,6,1,0.0,6,의정부미술도서관,5.0
18502,여,30.0,2,2,4,3,4,3,5,7,3,1.0,22,천서리 막국수,5.0
18505,남,30.0,4,5,3,3,4,4,3,4,7,3.0,1,센트럴시티터미널(호남),4.0
18506,여,30.0,1,1,4,1,4,4,3,5,3,6.0,8,김포캠핑파크,5.0
18507,여,20.0,5,1,3,3,3,5,6,6,4,0.0,6,롯데백화점 잠실점,2.0
18508,여,30.0,5,5,5,6,6,6,5,2,3,1.0,1,진관사,5.0
18514,남,30.0,2,1,4,1,1,3,6,1,2,3.0,8,유명산계곡,5.0
18517,여,20.0,4,2,2,6,6,5,2,6,7,3.0,9,자라섬재즈페스티벌,3.0
18519,여,20.0,4,1,2,4,5,3,5,7,1,0.0,1,카페 이노스,5.0
18524,남,40.0,2,2,2,4,6,2,2,4,1,1.0,4,월드컵공원,5.0
18527,여,40.0,4,5,2,3,7,2,2,4,8,0.0,6,뉴코아아울렛 평촌점,4.0
18531,여,30.0,4,2,1,3,2,1,6,7,8,1.0,12,인천차이나타운,4.0
18532,여,30.0,1,1,1,3,3,2,6,6,1,0.0,3,이공커피 연희점,5.0
18533,여,50.0,2,5,5,4,4,7,7,4,1,0.0,3,신포국제시장,4.0
18534,여,50.0,1,1,1,3,2,7,2,7,2,3.0,3,망향휴게소 부산방향,5.0
18536,여,30.0,2,1,2,3,6,7,7,7,9,3.0,9,양서농협 두물머리 로컬푸드직매장,4.0
18539,남,20.0,2,1,1,6,2,2,6,6,3,1.0,2,서울고속버스터미널(경부),5.0
18540,여,20.0,5,1,2,3,4,5,6,7,1,1.0,4,국립현대미술관 서울관,4.0
18544,여,20.0,1,2,2,3,5,2,2,5,1,0.0,21,인천대공원역 인천2호선,3.0
18545,여,40.0,3,3,3,3,4,3,3,3,1,2.0,22,물안개공원,3.0
18548,남,30.0,5,5,6,4,5,5,5,2,3,1.0,3,명동교자 본점,4.0
18549,남,50.0,2,2,2,4,6,6,2,2,3,4.0,8,사트레봉 청평호수점,4.0
18551,여,20.0,4,3,1,4,4,5,2,4,3,1.0,6,대구역,4.0
18552,여,30.0,3,4,4,3,4,4,4,4,8,0.0,6,알라딘중고서점 대학로점,5.0
18553,남,40.0,2,6,2,3,6,6,6,6,3,3.0,6,퍼퓰러,5.0
18555,여,30.0,2,2,4,4,4,4,2,1,1,1.0,26,설빙 송도센트럴시티점,5.0
18556,남,20.0,4,2,1,6,1,7,2,7,3,2.0,2,딘타이펑 강남점,5.0
18557,여,30.0,3,2,2,4,5,5,2,6,8,2.0,2,신라스테이 서초,3.0
18560,남,20.0,6,2,1,7,6,3,3,3,1,1.0,3,수원화성 화서문,5.0
18561,여,20.0,3,1,4,2,3,2,7,7,1,1.0,3,고속터미널역 9호선,5.0
18562,여,30.0,5,5,3,3,2,5,6,6,1,0.0,3,창원중앙역,3.0
18563,남,20.0,4,2,3,4,4,2,6,3,1,0.0,1,이비스스타일 앰배서더 명동,4.0
18564,여,20.0,6,2,1,3,6,4,1,7,5,0.0,26,카페 루버월,5.0
18567,남,40.0,2,4,2,5,4,3,5,6,1,1.0,5,써브웨이 선정릉역점,4.0
18571,여,60.0,3,3,3,1,1,6,2,2,2,1.0,3,광교호수공원,1.0
18573,남,20.0,6,2,1,3,5,5,7,7,3,1.0,22,김포국제공항 국내선,5.0
18574,여,40.0,4,4,2,4,7,5,6,2,1,1.0,2,화랑대철도공원,5.0
18577,남,30.0,3,2,2,3,2,2,6,6,2,0.0,3,남한산성 남문,5.0
18581,여,40.0,4,4,5,3,4,4,4,4,3,3.0,1,스타필드 하남,4.0
18586,여,30.0,2,4,4,3,4,4,4,4,4,0.0,26,신륵사관광지,4.0
18589,여,20.0,2,4,3,5,5,1,3,7,1,0.0,3,집한켠작은숲,5.0
18591,남,40.0,6,6,6,5,6,6,6,2,2,4.0,6,시흥하늘주유소 일산방향,5.0
18594,여,20.0,7,6,6,3,1,4,6,4,7,2.0,4,명동순대국,3.0
18596,여,30.0,5,3,1,4,5,7,7,7,4,0.0,6,원당감자탕 마포본점,2.0
18599,남,30.0,1,1,1,1,4,1,5,4,8,2.0,9,월미도해월관광호텔,3.0
18600,여,20.0,3,2,3,4,6,5,5,5,1,0.0,6,국립중앙박물관,5.0
18605,여,30.0,6,2,2,4,6,4,2,4,3,2.0,2,삼성화재교통박물관,5.0
18607,여,40.0,1,1,3,2,1,3,2,4,1,0.0,1,원당시장,5.0
18609,남,30.0,2,2,3,2,2,2,3,4,2,1.0,3,하늘공원,5.0
18610,여,20.0,7,2,2,3,7,2,2,6,3,1.0,1,마코토,4.0
18612,남,30.0,6,5,4,1,5,1,6,2,2,0.0,25,도리스,5.0
18614,여,30.0,2,3,2,3,4,4,2,7,5,6.0,3,서울 종로구 계동길 5 카페 어니언,2.0
18615,여,30.0,4,3,4,3,4,5,5,7,7,1.0,9,던킨도너츠 신대방삼거리점,3.0
18616,여,20.0,6,2,4,3,3,4,1,6,1,0.0,7,순천향대학교서울병원,5.0
18617,여,30.0,4,2,4,3,5,2,6,2,1,3.0,12,경기아트센터,3.0
18618,남,50.0,3,4,3,2,3,3,2,6,1,3.0,6,소노휴 양평,4.0
18619,여,20.0,4,3,1,4,4,5,2,4,3,1.0,6,오월의종 타임스퀘어점,5.0
18621,남,20.0,4,2,2,5,2,2,1,6,6,0.0,7,하니칼국수,4.0
18622,남,20.0,4,4,2,5,5,4,2,7,1,0.0,3,용산가족공원,5.0
18624,남,30.0,7,4,6,3,3,5,5,3,3,1.0,6,부산역,4.0
18625,여,50.0,2,4,3,5,2,2,5,5,7,0.0,1,상계역 4호선,4.0
18627,여,40.0,3,3,3,6,6,6,2,5,3,2.0,1,롯데마트 의왕점,5.0
18629,여,40.0,7,1,1,1,4,7,1,4,7,2.0,11,서울공예박물관 어린이박물관,5.0
18631,여,50.0,3,1,1,5,4,4,2,2,3,4.0,3,십원집 봉천점,4.0
18634,여,30.0,1,2,4,4,1,3,6,3,6,3.0,8,지지밸리유명산장 오토캠핑장,5.0
18637,여,20.0,3,2,2,5,5,5,6,6,2,0.0,1,김포공항,4.0
18638,남,20.0,3,1,2,2,4,4,5,6,3,1.0,9,덕양구 서정마을,5.0
18639,여,20.0,4,4,5,1,4,5,6,3,2,6.0,2,두리랜드,4.0
18640,남,20.0,5,2,6,2,1,5,6,4,2,0.0,1,글래드 여의도,5.0
18641,여,30.0,3,4,5,4,4,4,6,4,2,0.0,2,서울대공원,5.0
18642,여,30.0,5,3,3,4,3,5,3,5,2,1.0,3,방화수류정,4.0
18645,여,30.0,5,5,6,5,6,5,6,3,7,0.0,4,낙산공원,4.0
18646,여,30.0,1,1,1,1,1,1,1,7,3,2.0,23,북촌,5.0
18647,남,30.0,3,2,2,4,3,3,6,4,7,0.0,4,인천글로벌캠퍼스,4.0
18649,여,30.0,5,5,6,5,6,5,6,3,7,0.0,4,빌리엔젤 대학로점,4.0
18650,남,20.0,4,2,2,1,4,4,5,4,6,0.0,11,모리스가든,3.0
18651,여,50.0,5,5,6,2,2,3,2,5,3,1.0,1,현대프리미엄아울렛 김포점,4.0
18653,남,20.0,1,1,1,6,4,2,4,6,2,3.0,7,네버더레스,3.0
18654,여,30.0,2,2,2,2,2,1,4,3,2,0.0,1,그랜드워커힐서울 더뷔페,5.0
18657,여,30.0,6,6,6,6,2,3,4,6,1,1.0,11,두물머리연핫도그,5.0
18661,남,30.0,6,7,6,3,6,6,7,4,2,3.0,23,K현대미술관,3.0
18662,여,20.0,4,1,1,5,5,6,7,6,3,1.0,1,충주공용버스터미널,4.0
18666,여,40.0,2,6,2,3,2,3,2,6,1,0.0,13,죽산시외버스터미널,4.0
18669,여,20.0,5,4,5,3,2,5,3,6,1,0.0,6,교보문고 광화문점,4.0
18670,남,20.0,6,1,4,2,2,4,7,7,4,0.0,1,엠앤럭키호텔,4.0
18671,남,20.0,7,1,2,2,4,3,1,7,1,1.0,4,연하동,5.0
18673,남,20.0,7,3,6,2,2,2,1,5,1,1.0,6,스타벅스 동성로중앙점,5.0
18675,여,20.0,1,4,2,6,6,3,6,6,3,1.0,21,코리달리스카페,5.0
18676,여,20.0,4,1,6,2,2,4,6,4,10,1.0,1,토요코인호텔 영등포점,3.0
